file_id,company,start_time,bucket,category,label,description,evidence_count,customer_quotes,voxel_quotes,voice_ratio,is_platform_item,weak_evidence
03a609d7-bd48-48aa-a708-650afb1d3a58,Orion Forge Industrial,2022-06-30 13:00:00+00:00,safety,Ergonomics,Ergonomic risk detection (improper bending/overreaching),Identify ergonomic violations like improper bending and overreaching to drive coaching and reduce strains and sprains.,3,1,2,0.33,False,False
03a609d7-bd48-48aa-a708-650afb1d3a58,Orion Forge Industrial,2022-06-30 13:00:00+00:00,safety,Other,Cell phone distraction monitoring,Detect and report workers using cell phones on the floor to reduce distraction-related safety risks.,1,0,1,0.0,False,False
03a609d7-bd48-48aa-a708-650afb1d3a58,Orion Forge Industrial,2022-06-30 13:00:00+00:00,safety,Other,Timely notifications and corrective action workflows,Send prompt notifications on safety incidents and enable assignment of corrective actions with owners and due dates.,2,0,2,0.0,True,False
03a609d7-bd48-48aa-a708-650afb1d3a58,Orion Forge Industrial,2022-06-30 13:00:00+00:00,safety,Other,Robot cell intrusion and safety interlock compliance monitoring,Watch robot workcells to detect people entering or bypassing fences/safety locks and prevent serious injuries.,2,2,0,1.0,False,False
03a609d7-bd48-48aa-a708-650afb1d3a58,Orion Forge Industrial,2022-06-30 13:00:00+00:00,safety,PIT speeding,Vehicle speed monitoring (ports),Monitor vehicle speeding in port operations to enforce safe driving behaviors and site rules.,1,0,1,0.0,False,False
03a609d7-bd48-48aa-a708-650afb1d3a58,Orion Forge Industrial,2022-06-30 13:00:00+00:00,safety,Other,Racking/structure impact detection and driver violation analysis,Detect forklift impacts on racking/structures and analyze preceding violations like speeding or failure to stop.,3,1,2,0.33,False,False
03a609d7-bd48-48aa-a708-650afb1d3a58,Orion Forge Industrial,2022-06-30 13:00:00+00:00,safety,Other,Incident severity scoring and prioritization,Classify detected events by severity so teams focus response on the most dangerous issues first.,2,1,1,0.5,False,False
03a609d7-bd48-48aa-a708-650afb1d3a58,Orion Forge Industrial,2022-06-30 13:00:00+00:00,safety,Other,Safety hotspot heat mapping,Use heat maps to locate where most incidents occur and prioritize monitoring and interventions.,1,0,1,0.0,False,False
03a609d7-bd48-48aa-a708-650afb1d3a58,Orion Forge Industrial,2022-06-30 13:00:00+00:00,safety,Other,Reduce injury and liability costs via targeted safety interventions,Review historical incident patterns to identify top injury and liability drivers and target them with monitoring and coaching.,3,0,3,0.0,False,False
03a609d7-bd48-48aa-a708-650afb1d3a58,Orion Forge Industrial,2022-06-30 13:00:00+00:00,nonsafety,Food safety & controlled environment,Food safety and controlled-environment compliance monitoring,Track hairnets/beard nets and monitor door open durations in controlled environments to support food safety and product integrity.,1,0,1,0.0,False,False
03a609d7-bd48-48aa-a708-650afb1d3a58,Orion Forge Industrial,2022-06-30 13:00:00+00:00,nonsafety,ROI & cost justification,Retail floor hazard detection to reduce liability exposure,Detect floor hazards and notify staff to reduce customer incident risk and associated liability exposure.,2,0,2,0.0,False,False
03a609d7-bd48-48aa-a708-650afb1d3a58,Orion Forge Industrial,2022-06-30 13:00:00+00:00,nonsafety,Operational flow & throughput,Vehicle idling monitoring (ports),Monitor idling to enforce operational policies and reduce fuel/emissions alongside speeding enforcement.,1,0,1,0.0,False,False
03a609d7-bd48-48aa-a708-650afb1d3a58,Orion Forge Industrial,2022-06-30 13:00:00+00:00,nonsafety,Operational flow & throughput,Conveyor jam/no-obstruction detection and root-cause review,Use no-obstruction zones and captured video clips to detect conveyor jams and review pre-event footage for diagnosis.,4,1,3,0.25,False,False
03a609d7-bd48-48aa-a708-650afb1d3a58,Orion Forge Industrial,2022-06-30 13:00:00+00:00,nonsafety,Loss prevention & damage,Shrink/loss prevention from mishandling impacts,"Identify mishandling or collision events that could lead to product damage and shrink, enabling corrective action.",2,0,2,0.0,False,False
03a609d7-bd48-48aa-a708-650afb1d3a58,Orion Forge Industrial,2022-06-30 13:00:00+00:00,nonsafety,ROI & cost justification,Reduce injury and liability costs via targeted interventions,Leverage incident data to cut injury and liability costs by focusing on the main drivers.,3,0,3,0.0,False,False
0511afa9-94d6-4a22-a384-11efbef34dfe,Voxel Legacy Drive Fabrication,2024-08-14 18:00:00+00:00,safety,Other,Front-of-store hotspot monitoring,Focus monitoring on the parts of the store that see the most issues rather than covering the entire store.,3,3,0,1.0,False,False
0511afa9-94d6-4a22-a384-11efbef34dfe,Voxel Legacy Drive Fabrication,2024-08-14 18:00:00+00:00,safety,Obstruction & housekeeping,Compliance monitoring: blocked exits and extinguishers,Detect and alert on compliance hazards such as blocked emergency exits and blocked fire extinguishers to prevent fines and reduce risk.,2,2,0,1.0,False,False
0511afa9-94d6-4a22-a384-11efbef34dfe,Voxel Legacy Drive Fabrication,2024-08-14 18:00:00+00:00,safety,Other,Augment lean store teams with automated observations/alerts,"Use AI-driven alerts and automated observations to assist understaffed stores, reduce manual safety observation time, and avoid adding workload to managers.",3,2,1,0.67,False,False
0511afa9-94d6-4a22-a384-11efbef34dfe,Voxel Legacy Drive Fabrication,2024-08-14 18:00:00+00:00,nonsafety,Loss prevention & damage,Shrink reduction via service alerts in high-risk aisles,"Notify staff when shoppers interact with high-shrink items or dwell at protected fixtures, prompting service-based engagement to deter theft.",3,3,0,1.0,False,False
0511afa9-94d6-4a22-a384-11efbef34dfe,Voxel Legacy Drive Fabrication,2024-08-14 18:00:00+00:00,nonsafety,Other,Customer service alerts at fabric cutting and service areas,Alert team members when customers are waiting or lingering at the fabric cutting station or similar service areas to reduce wait times and improve satisfaction.,3,3,0,1.0,False,False
0511afa9-94d6-4a22-a384-11efbef34dfe,Voxel Legacy Drive Fabrication,2024-08-14 18:00:00+00:00,nonsafety,Operational flow & throughput,Merchandising analytics: dwell/end-cap engagement,"Provide insights on where shoppers congregate and how they engage with end caps and sets, including pickup activity, to inform marketing and merchandising decisions.",4,4,0,1.0,False,False
0511afa9-94d6-4a22-a384-11efbef34dfe,Voxel Legacy Drive Fabrication,2024-08-14 18:00:00+00:00,nonsafety,Incident investigation,Customer-incident evidence capture and faster closure,Improve capture of relevant in-store video/data to support review of customer-related incidents and enable faster closure.,4,4,0,1.0,False,False
0511afa9-94d6-4a22-a384-11efbef34dfe,Voxel Legacy Drive Fabrication,2024-08-14 18:00:00+00:00,nonsafety,Other,Augment lean store teams with automated observations/alerts,"Use AI-driven alerts and automated observations to assist understaffed stores, reduce manual safety observation time, and avoid adding workload to managers.",3,2,1,0.67,False,False
0672b03e-87a3-410a-977c-35e1d46245c5,Signal Grid Works,2024-03-05 17:00:00+00:00,safety,Other,Retail front-of-store monitoring,Monitor customer areas at the front of the store to reduce incidents and compliance issues.,2,0,2,0.0,False,False
0672b03e-87a3-410a-977c-35e1d46245c5,Signal Grid Works,2024-03-05 17:00:00+00:00,safety,PIT-pedestrian proximity,PIT-to-pedestrian proximity trend analysis with rolling average,"Track PIT-to-pedestrian proximity using trend metrics (e.g., 4-week rolling average) to assess the impact of layout changes and reduce risky interactions.",3,3,0,1.0,False,False
0672b03e-87a3-410a-977c-35e1d46245c5,Signal Grid Works,2024-03-05 17:00:00+00:00,safety,Ergonomics,Ergonomics risk reduction via safety orientation and targeted coaching,Address improper bending and overreaching through a new safety orientation with hands-on practice and targeted refresher training for repeat behaviors.,4,4,0,1.0,False,False
0672b03e-87a3-410a-977c-35e1d46245c5,Signal Grid Works,2024-03-05 17:00:00+00:00,safety,Restricted zone,Pedestrian walkway compliance and no-ped/no-stop zone enforcement,Focus monitoring on areas like the training office/ship desk to enforce no-pedestrian and no-stop rules within pedestrian walkways.,1,0,1,0.0,False,False
0672b03e-87a3-410a-977c-35e1d46245c5,Signal Grid Works,2024-03-05 17:00:00+00:00,nonsafety,ROI & cost justification,Retail front-of-store liability reduction,Use monitoring in customer areas near the front of the store to help reduce liability exposure.,2,0,2,0.0,False,False
0672b03e-87a3-410a-977c-35e1d46245c5,Signal Grid Works,2024-03-05 17:00:00+00:00,nonsafety,Coaching & action workflow,Supervisor accountability and action tracking in Voxel,"Track supervisor engagement and follow-through using Voxel Actions and usage analytics, and export line items to existing coaching trackers.",4,0,4,0.0,False,False
0672b03e-87a3-410a-977c-35e1d46245c5,Signal Grid Works,2024-03-05 17:00:00+00:00,nonsafety,Analytics & reporting,Use of Voxel boards for simple data visualization and team communication,"Supervisors use Voxel boards to view and discuss data with their teams, preferring it over other confusing tools.",4,4,0,1.0,False,False
096964ad-8b87-401e-933c-984c56c0da56,Gray Connect,2024-07-04 13:30:00+00:00,safety,Other,"Hazard hotspot mitigation using heat maps and rapid interventions (e.g., cones)","Use Voxel heat maps to identify problem areas (e.g., the Zone Red) and implement quick physical controls like cones, then use platform feedback to assess impact and iterate.",4,1,3,0.25,False,False
096964ad-8b87-401e-933c-984c56c0da56,Gray Connect,2024-07-04 13:30:00+00:00,safety,Other,Use assigned clips and resolutions for coaching to reduce event frequencies,"Drive safety improvements by assigning AI-detected clips and tracking resolutions, enabling coaching conversations that correlate with drops in event frequencies.",4,0,4,0.0,False,False
096964ad-8b87-401e-933c-984c56c0da56,Gray Connect,2024-07-04 13:30:00+00:00,nonsafety,Other,Change management impact tracking and leadership storytelling,"Measure the effects of interventions with Voxel data and build a clear before/after story to present to leadership, including course corrections based on platform feedback.",4,1,3,0.25,False,False
096964ad-8b87-401e-933c-984c56c0da56,Gray Connect,2024-07-04 13:30:00+00:00,nonsafety,Analytics & reporting,Platform adoption and usage analytics reporting,"Provide regular usage metrics (e.g., logins, assignments/resolutions) to drive adoption and ensure sites are engaging with the platform.",4,0,4,0.0,False,False
096964ad-8b87-401e-933c-984c56c0da56,Gray Connect,2024-07-04 13:30:00+00:00,nonsafety,Analytics & reporting,Email summaries for insight without platform login,Use daily email summaries to provide awareness and insights to stakeholders who may not log into the platform.,2,1,1,0.5,False,False
096964ad-8b87-401e-933c-984c56c0da56,Gray Connect,2024-07-04 13:30:00+00:00,nonsafety,Platform & adoption,Potential expansion to retail stores,Consider deploying Voxel beyond distribution centers into retail stores.,1,1,0,1.0,False,False
09b3303f-0b38-49f8-8f9c-4d4f74337e9d,Mason Line Supply,2023-12-04 18:30:00+00:00,safety,Ergonomics,Ergonomic risk detection (improper bending and overreaching),"Detect and score improper bending and overreaching ergonomics to surface risky motions for coaching, using a defined thresholding method.",4,3,1,0.75,False,False
09b3303f-0b38-49f8-8f9c-4d4f74337e9d,Mason Line Supply,2023-12-04 18:30:00+00:00,safety,PIT-pedestrian proximity,PIT–pedestrian proximity monitoring,"Monitor and flag close interactions between forklifts and pedestrians, including when a stationary person is near a moving PIT and during scanning at dock plates.",6,5,1,0.83,False,False
09b3303f-0b38-49f8-8f9c-4d4f74337e9d,Mason Line Supply,2023-12-04 18:30:00+00:00,safety,Other,PIT–PIT proximity monitoring,Detect and report close interactions between moving forklifts; identify and reduce PIT-to-PIT proximity incidents.,3,0,3,0.0,False,False
09b3303f-0b38-49f8-8f9c-4d4f74337e9d,Mason Line Supply,2023-12-04 18:30:00+00:00,safety,PIT speeding,PIT speeding monitoring,Track and reduce forklift speeding incidents as a safety KPI.,1,0,1,0.0,False,False
09b3303f-0b38-49f8-8f9c-4d4f74337e9d,Mason Line Supply,2023-12-04 18:30:00+00:00,safety,Other,Safety risk hotspot and time-of-day analytics,"Use analytics to uncover systemic patterns of risk by location and time (e.g., hotspots and peak risk windows) to target floor interventions.",4,0,4,0.0,False,False
09b3303f-0b38-49f8-8f9c-4d4f74337e9d,Mason Line Supply,2023-12-04 18:30:00+00:00,safety,Other,Monthly safety meeting content using Voxel clips,Receive a brief deck with example clips highlighting good and bad behaviors to use in monthly safety meetings.,4,3,1,0.75,False,False
09b3303f-0b38-49f8-8f9c-4d4f74337e9d,Mason Line Supply,2023-12-04 18:30:00+00:00,safety,Other,Daily safety incident digest and assignment workflow,Use daily email breakdowns from Voxel to review and assign issues to the appropriate supervisors for follow-up.,2,2,0,1.0,False,False
09b3303f-0b38-49f8-8f9c-4d4f74337e9d,Mason Line Supply,2023-12-04 18:30:00+00:00,nonsafety,Dock & door operations,Open dock door duration monitoring and threshold tuning,"Monitor doors left open and adjust alert duration thresholds to reflect operational realities (e.g., ongoing loading with dock plate up); note current inability to detect dock plate status.",8,4,4,0.5,False,False
09b3303f-0b38-49f8-8f9c-4d4f74337e9d,Mason Line Supply,2023-12-04 18:30:00+00:00,nonsafety,Operational flow & throughput,PIT parking duration monitoring and camera zone tuning,"Track extended PIT parking durations that may reflect normal work (e.g., lunch, labeling) and refine camera zones to exclude expected parking areas.",4,4,0,1.0,False,False
09b3303f-0b38-49f8-8f9c-4d4f74337e9d,Mason Line Supply,2023-12-04 18:30:00+00:00,nonsafety,Security & access control,Security monitoring use cases (yard/internal),Explore and define new security-focused use cases for yard and internal areas; schedule a session to capture requirements.,2,0,2,0.0,False,False
1268cde7-ca63-40df-8139-2f0c1907a21c,South Track Dynamics Connect,2022-05-22 19:00:00+00:00,safety,Other,Cross-site safety incident trend monitoring and leaderboards,"View incident trends by safety incident type across all sites, including leaders/laggards, to understand where safety risks are increasing or decreasing.",2,0,2,0.0,True,False
1268cde7-ca63-40df-8139-2f0c1907a21c,South Track Dynamics Connect,2022-05-22 19:00:00+00:00,safety,Other,Use incident videos for safety training and coaching,Leverage incident clips to coach safe behaviors and show examples of 'what good looks like.',2,0,2,0.0,False,False
1268cde7-ca63-40df-8139-2f0c1907a21c,South Track Dynamics Connect,2022-05-22 19:00:00+00:00,safety,Other,Measure impact of safety actions with markers on incident trends,Automatically mark when actions are completed and correlate with incident trend lines to see if safety risk is decreasing; escalate to engineering or process changes if not.,3,0,3,0.0,False,False
1268cde7-ca63-40df-8139-2f0c1907a21c,South Track Dynamics Connect,2022-05-22 19:00:00+00:00,safety,Other,Annotate videos to highlight safety concerns not auto-detected,Freeze frames and circle items in videos to call out additional safety issues beyond what the AI highlights.,2,2,0,1.0,False,False
1268cde7-ca63-40df-8139-2f0c1907a21c,South Track Dynamics Connect,2022-05-22 19:00:00+00:00,safety,Other,"Assign and track corrective safety actions with owners, due dates, and reporting","Create actionable follow-ups from incidents with a single accountable owner, subscribers, due dates, and reporting on totals and average time to complete.",3,0,3,0.0,False,False
1268cde7-ca63-40df-8139-2f0c1907a21c,South Track Dynamics Connect,2022-05-22 19:00:00+00:00,nonsafety,Analytics & reporting,Executive all-sites dashboard with custom date ranges for weekly leadership reporting,Enable custom date ranges and a rolled-up executive view to support weekly dashboards and discussions with regional leadership.,2,2,0,1.0,False,False
1268cde7-ca63-40df-8139-2f0c1907a21c,South Track Dynamics Connect,2022-05-22 19:00:00+00:00,nonsafety,Other,Report subscriptions and exports (PDF/CSV/PPT) for stakeholder sharing,"Subscribe to receive weekly summaries and export dashboards as PDFs, raw CSV data, or editable PowerPoint slides for broader reporting.",3,0,3,0.0,True,False
1268cde7-ca63-40df-8139-2f0c1907a21c,South Track Dynamics Connect,2022-05-22 19:00:00+00:00,nonsafety,Other,Embed incident videos in presentation decks,Insert specific incident videos into slide decks so they play during presentations to showcase examples.,2,1,1,0.5,False,False
1268cde7-ca63-40df-8139-2f0c1907a21c,South Track Dynamics Connect,2022-05-22 19:00:00+00:00,nonsafety,Analytics & reporting,Team engagement leaderboards and gamification,Show actions completed by site and teammate with leaders and laggards to drive engagement and healthy competition across sites.,2,0,2,0.0,True,False
1268cde7-ca63-40df-8139-2f0c1907a21c,South Track Dynamics Connect,2022-05-22 19:00:00+00:00,nonsafety,Coaching & action workflow,Assign and track actions with accountability and reporting,"Use an actions workflow with a single assignee, subscribers, due dates, and reports on counts and average completion time to manage follow-ups.",3,0,3,0.0,False,False
1268cde7-ca63-40df-8139-2f0c1907a21c,South Track Dynamics Connect,2022-05-22 19:00:00+00:00,nonsafety,Other,Reminders for past-due actions,Send nudges when action due dates pass so assignees are reminded to complete overdue items.,2,1,1,0.5,False,False
1511c2ce-9507-4d8c-b99a-60e5bc21016f,Iron Forge Industrial,2022-06-28 19:00:00+00:00,safety,Other,AI risk monitoring deployment across sites,Iron Forge Industrial is evaluating AI risk monitoring and wants a true partner for a POC with the intent to scale across multiple sites.,3,3,0,1.0,False,False
1511c2ce-9507-4d8c-b99a-60e5bc21016f,Iron Forge Industrial,2022-06-28 19:00:00+00:00,safety,Other,Global safety risk dashboard and heatmap visibility,Leadership wants the ability to view site integrity globally via a map with risk scores and drill-down visualization.,4,4,0,1.0,False,False
1511c2ce-9507-4d8c-b99a-60e5bc21016f,Iron Forge Industrial,2022-06-28 19:00:00+00:00,nonsafety,Platform & adoption,Run a trial before broader rollout,They want to run a trial before deciding on a broader rollout.,5,5,0,1.0,False,False
1511c2ce-9507-4d8c-b99a-60e5bc21016f,Iron Forge Industrial,2022-06-28 19:00:00+00:00,nonsafety,Platform & adoption,Reduce implementation/training burden and false positives,"They prefer a simpler, more accurate system to minimize learning curve, implementation time, training needs, and false positives.",8,8,0,1.0,False,False
1511c2ce-9507-4d8c-b99a-60e5bc21016f,Iron Forge Industrial,2022-06-28 19:00:00+00:00,nonsafety,Other,Ongoing partnership and customer success support,"They want a partner that remains engaged after rollout, rather than a one-off tool.",4,1,3,0.25,False,False
1511c2ce-9507-4d8c-b99a-60e5bc21016f,Iron Forge Industrial,2022-06-28 19:00:00+00:00,nonsafety,Platform & adoption,Planning for multi-site rollout requirements,They need clarity on rollout requirements and implementation considerations to support longer-term internal planning across sites.,5,5,0,1.0,False,False
1622341b-6874-4fe5-8639-838e30f97d41,Rail Mill Transport,2022-05-17 20:00:00+00:00,safety,PIT speeding,Prompt alerts for excessive speeding with configurable threshold,"Rail Mill Transport wants prompt alerts when vehicle speeds exceed a higher threshold so supervisors can intervene as incidents occur, using available notification channels.",4,1,3,0.25,False,False
1622341b-6874-4fe5-8639-838e30f97d41,Rail Mill Transport,2022-05-17 20:00:00+00:00,safety,PIT-pedestrian proximity,Forklift and pedestrian proximity monitoring,They want to focus on monitoring and addressing forklift–pedestrian proximity events to reduce interaction risk in the warehouse.,2,2,0,1.0,False,False
1622341b-6874-4fe5-8639-838e30f97d41,Rail Mill Transport,2022-05-17 20:00:00+00:00,safety,Ergonomics,"Ergonomic risk monitoring and coaching (overreaching, lifting/carrying)","They want to identify and act on ergonomic hazards like overreaching during pallet wrapping and improper manual handling (e.g., carrying a propane tank), including coaching on proper lifting and using a dolly.",5,1,4,0.2,False,False
1622341b-6874-4fe5-8639-838e30f97d41,Rail Mill Transport,2022-05-17 20:00:00+00:00,safety,PIT speeding,Speeding analytics and compliance reporting,"They request analytics such as average speeds for speeding incidents over selectable date ranges and compliance metrics (e.g., percent of movements within limit) to track improvement daily/weekly.",4,3,1,0.75,False,False
1622341b-6874-4fe5-8639-838e30f97d41,Rail Mill Transport,2022-05-17 20:00:00+00:00,nonsafety,Platform & adoption,Per-user language localization to Spanish,They want the Voxel platform available in Spanish on a per-user basis to support their team’s usage.,5,0,5,0.0,True,False
1ceceac2-19cc-44fe-98b7-0d94a06160d6,Harbor Harbor Supply,2023-05-06 17:00:00+00:00,safety,Spill & floor hazard,Slip and fall prevention via spill detection and timely notifications,"Detect liquid spills across sales floor aisles and back-of-house, then notify and auto-assign cleanup to reduce employee and customer slip-and-fall incidents. Can support platform notifications, with additional delivery options discussed.",5,3,2,0.6,False,False
1ceceac2-19cc-44fe-98b7-0d94a06160d6,Harbor Harbor Supply,2023-05-06 17:00:00+00:00,safety,Ergonomics,Ergonomics monitoring for strains and sprains (Posture Risk Index) with corrective actions,"Monitor ergonomic risks like overreaching and bending using Posture Risk Index scoring to identify high-risk tasks and times, then drive training or engineering controls (e.g., raising work height) to reduce strains and sprains, including heavy box handling in fresh/meat departments.",3,1,2,0.33,False,False
1ceceac2-19cc-44fe-98b7-0d94a06160d6,Harbor Harbor Supply,2023-05-06 17:00:00+00:00,safety,Other,Forklift/PIT safety: proximity and collision monitoring to prevent struck-by incidents,Track PIT-to-PIT and PIT-to-pedestrian proximity and detect unsafe forklift behaviors and collisions to prevent struck-by incidents and property damage in back-of-store areas.,3,1,2,0.33,False,False
1ceceac2-19cc-44fe-98b7-0d94a06160d6,Harbor Harbor Supply,2023-05-06 17:00:00+00:00,safety,PPE compliance,PPE compliance monitoring in parking lots (safety vests and other PPE),"Detect associates in parking lots without required high-visibility safety vests by distinguishing employees (e.g., red uniform shirts) from customers, and monitor other PPE like hard hats, bump caps, and gloves as needed.",3,2,1,0.67,False,False
1ceceac2-19cc-44fe-98b7-0d94a06160d6,Harbor Harbor Supply,2023-05-06 17:00:00+00:00,safety,Obstruction & housekeeping,"Back-of-store obstruction, fire-exit clearance, and no-idling/no-parking monitoring","Monitor exterior and back-of-store areas to flag vehicles dwelling or parked where prohibited, detect obstructions, and ensure fire safety exits and pathways remain clear.",1,0,1,0.0,False,False
1ceceac2-19cc-44fe-98b7-0d94a06160d6,Harbor Harbor Supply,2023-05-06 17:00:00+00:00,safety,Other,Detect prohibited e-bikes/e-scooters indoors to mitigate lithium battery fire risk,"Identify e-bikes or e-scooters stored inside back rooms or sales areas against policy, using zone/object rules to flag and remove them due to lithium-ion spontaneous combustion risk.",3,2,1,0.67,False,False
1ceceac2-19cc-44fe-98b7-0d94a06160d6,Harbor Harbor Supply,2023-05-06 17:00:00+00:00,nonsafety,Loss prevention & damage,Reduce shrink by detecting product damage from PIT impacts,Identify forklift collisions and near-misses that nick or damage product to address causes of shrink and product loss.,1,0,1,0.0,False,False
1ffac178-0eee-4534-8fac-8babb3831770,Iron Harbor Fleet Harbor Manufacturing,2023-04-25 21:30:00+00:00,nonsafety,Other,Hot desk booking and seat allocation,"Set up hotel/hot desk booking to manage limited space, prevent desk conflicts on peak days, accommodate new hires and travelers, and keep shared desks clear of personal items.",9,0,9,0.0,False,False
1ffac178-0eee-4534-8fac-8babb3831770,Iron Harbor Fleet Harbor Manufacturing,2023-04-25 21:30:00+00:00,nonsafety,Analytics & reporting,Attendance visibility and office usage analytics,Provide attendance tracking and analytics so managers/leadership can see who comes in and when; acknowledged as useful but not a current requirement.,9,6,3,0.67,False,False
20a3a151-a51a-48ed-b23d-203409be2306,West Drive Fabrication,2022-01-31 15:00:00+00:00,safety,PIT-pedestrian proximity,PIT–pedestrian interaction monitoring,"Detect and quantify close interactions between forklifts/tuggers and pedestrians across the facility, starting with high-severity areas like shipping/receiving and congested aisles.",3,3,0,1.0,False,False
20a3a151-a51a-48ed-b23d-203409be2306,West Drive Fabrication,2022-01-31 15:00:00+00:00,safety,Restricted zone,"No-pedestrian zone enforcement (ramps, robot cells)",Monitor and alert on pedestrians entering designated no-walk zones such as the shipping ramp and around robot cells.,3,1,2,0.33,False,False
20a3a151-a51a-48ed-b23d-203409be2306,West Drive Fabrication,2022-01-31 15:00:00+00:00,safety,Other,PIT–PIT interaction monitoring,"Identify and flag risky interactions between forklifts, such as unsafe passing or close approaches, to reduce collision risk.",2,0,2,0.0,False,False
20a3a151-a51a-48ed-b23d-203409be2306,West Drive Fabrication,2022-01-31 15:00:00+00:00,safety,Intersection compliance,Intersection and end-of-aisle stop compliance,"Configure zones at crossings and aisle ends to monitor complete stops, horn use, and general right-of-way compliance.",2,1,1,0.5,False,False
20a3a151-a51a-48ed-b23d-203409be2306,West Drive Fabrication,2022-01-31 15:00:00+00:00,safety,PPE compliance,PPE compliance (high-visibility apparel),"Detect whether pedestrians in high-risk areas are wearing required high-visibility PPE (e.g., safety yellow vests).",2,1,1,0.5,False,False
20a3a151-a51a-48ed-b23d-203409be2306,West Drive Fabrication,2022-01-31 15:00:00+00:00,safety,Other,"Unsafe forklift load handling (split forking, bulldozing, high loads)","Monitor for and surface unsafe forklift load-handling behaviors such as split forking, pushing/bulldozing loads, and carrying excessively high stacks.",3,2,1,0.67,False,False
